Data,Pioggia_Zona_1,Pioggia_Zona_2,Pioggia_Zona_3,Pioggia_Zona_4,Pioggia_Zona_5,Temperatura_Zona_5,Livello_Acqua,Portata_Uscita
16/11/2006,0.4,4.4,1.2,3.6,2.6,12.15,25.06,1.5
17/11/2006,0.00,0.00,0.00,0.2,0.00,13.3,25.04,1.5
18/11/2006,9.4,10.8,9.00,6.6,12.6,15.15,25.01,1.5
19/11/2006,0.2,0.2,1.00,0.2,1.00,13.6,24.99,1.5
20/11/2006,27.2,32.6,30.4,21.2,32.2,10.75,25.01,2.5
21/11/2006,32.6,34.4,26.2,21.2,43.4,10.15,25.06,2.5
22/11/2006,13.6,17.6,21.00,15.4,19.00,9.6,25.41,2.5
23/11/2006,0.2,0.00,0.00,0.00,0.2,6.95,25.51,2.5
24/11/2006,0.2,1.6,1.2,0.2,1.00,8.45,25.51,2.5
25/11/2006,0.2,0.4,0.00,0.2,0.00,11.8,25.49,2.5
26/11/2006,0.00,0.00,0.00,0.00,0.00,13.7,25.45,2.5
27/11/2006,0.4,0.00,0.2,0.00,0.2,11.55,25.41,2.5
28/11/2006,0.2,0.2,0.2,0.2,0.2,11.1,25.37,2.5
29/11/2006,0.2,0.00,0.2,0.00,0.00,10.3,25.33,2.5
30/11/2006,0.2,0.00,0.00,0.00,0.00,10.8,25.29,2.5
01/12/2006,0.2,0.00,0.00,0.00,0.00,11.35,25.24,2.5
02/12/2006,0.2,0.00,0.00,0.00,0.2,8.9,25.2,2.5
03/12/2006,0.00,2.00,0.2,0.00,0.2,7.65,25.16,2.5
04/12/2006,8.8,16.8,12.8,7.00,16.2,9.5,25.13,2.4
05/12/2006,0.00,0.6,0.00,0.00,0.4,13.00,25.12,2.4
06/12/2006,2.00,7.6,1.4,2.2,5.4,13.75,25.09,2.4
07/12/2006,7.6,10.6,7.00,6.00,5.8,13.95,25.08,2.4
08/12/2006,2.8,0.4,2.00,0.00,0.2,13.95,25.08,2.4
09/12/2006,50.4,70.6,41.6,38.2,54.6,11.65,25.48,2.4
10/12/2006,1.2,0.2,0.2,0.2,0.6,9.00,26.06,2.4
11/12/2006,0.2,0.00,0.00,0.00,0.00,9.35,26.14,2.4
12/12/2006,0.4,0.00,0.2,0.00,0.2,6.1,26.15,2.4
13/12/2006,0.00,0.00,0.00,0.00,0.00,5.6,26.14,2.4
14/12/2006,0.00,0.00,0.00,0.00,0.00,10.00,26.13,2.4
15/12/2006,0.00,0.00,0.00,0.00,0.00,10.1,26.1,2.4
16/12/2006,0.00,0.00,0.00,0.00,0.00,10.3,26.08,2.4
17/12/2006,0.2,2.00,0.00,0.00,0.00,10.00,26.06,2.4
18/12/2006,2.2,0.4,0.4,0.00,0.4,9.85,26.03,2.4
19/12/2006,0.00,1.00,0.6,0.00,0.2,7.85,25.99,2.4
20/12/2006,0.00,0.00,0.2,0.00,0.00,5.1,25.95,2.4
21/12/2006,1.2,3.2,3.00,0.2,0.4,4.4,25.91,2.4
22/12/2006,0.00,0.00,0.00,0.00,0.00,5.5,25.88,2.4
23/12/2006,0.00,0.00,0.00,0.00,0.00,5.5,25.84,2.4
24/12/2006,0.00,0.00,0.00,0.00,0.00,6.25,25.79,2.4
25/12/2006,0.00,0.00,0.00,0.00,0.00,9.75,25.77,2.4
26/12/2006,0.00,0.00,0.00,0.00,0.00,10.45,25.72,2.4
27/12/2006,0.2,0.00,0.00,0.00,0.00,6.4,25.68,2.4
28/12/2006,0.00,0.00,0.00,0.00,0.00,5.35,25.65,2.4
29/12/2006,0.00,0.00,0.00,0.00,0.00,4.9,25.6,2.4
30/12/2006,2.00,3.4,2.6,2.2,5.00,7.85,25.56,2.4
31/12/2006,2.00,2.4,1.6,2.2,5.6,8.2,25.53,2.4
01/01/2007,8.2,25.6,8.4,5.00,16.6,11.7,25.5,2.4
02/01/2007,1.00,5.00,2.6,2.6,5.00,10.25,25.58,1.00
03/01/2007,0.00,0.00,0.00,0.00,0.00,8.2,25.63,1.00
04/01/2007,0.2,0.8,0.00,0.00,0.4,7.15,25.65,1.00
05/01/2007,0.2,0.00,0.00,0.00,0.00,4.45,25.65,1.00
06/01/2007,0.2,0.00,0.00,0.00,0.00,7.65,25.65,1.00
07/01/2007,1.00,2.6,1.6,1.00,2.6,6.9,25.66,1.00
08/01/2007,16.2,10.8,9.00,8.6,28.00,9.5,25.67,1.00
09/01/2007,0.8,0.4,0.6,0.00,1.8,10.45,25.75,1.00
10/01/2007,0.00,0.6,0.2,0.00,0.2,9.05,25.78,1.00
11/01/2007,0.00,0.2,0.00,0.00,0.00,8.95,25.78,1.00
12/01/2007,0.00,0.00,0.00,0.00,0.00,11.8,25.78,1.00
13/01/2007,0.2,0.4,0.2,0.00,0.4,11.3,25.78,1.00
14/01/2007,0.00,0.00,0.00,0.00,0.00,8.25,25.78,1.00
15/01/2007,0.2,0.00,0.00,0.00,0.00,9.2,25.78,1.00
16/01/2007,0.00,1.6,0.00,0.00,0.00,11.15,25.78,1.00
17/01/2007,0.00,2.4,0.00,0.00,0.00,7.65,25.79,0.6
18/01/2007,0.2,2.6,0.8,0.2,2.00,10.5,25.79,0.6
19/01/2007,0.00,0.2,0.00,0.00,0.00,11.6,25.79,0.6
20/01/2007,0.00,0.2,0.00,0.00,0.2,11.45,25.79,0.6
21/01/2007,0.2,0.4,0.2,0.00,0.2,11.3,25.79,0.6
22/01/2007,0.00,0.00,0.00,0.00,0.00,12.7,25.8,0.6
23/01/2007,9.6,15.6,10.2,15.2,16.6,12.7,25.8,0.6
24/01/2007,13.2,27.4,11.00,17.6,17.00,8.7,25.92,0.6
25/01/2007,5.8,12.00,7.00,9.6,8.00,2.75,26.21,0.6
26/01/2007,0.00,0.00,0.2,0.2,0.2,4.25,26.33,1.1
27/01/2007,0.00,0.00,0.00,0.00,0.00,3.1,26.4,1.1
28/01/2007,0.2,0.00,0.2,0.00,0.2,4.15,26.43,1.1
29/01/2007,0.00,0.00,0.00,0.00,0.00,4.75,26.47,0.6
30/01/2007,0.2,0.00,0.2,0.2,0.2,6.15,26.48,0.6
31/01/2007,0.2,0.00,0.00,0.00,0.00,6.1,26.51,0.6
01/02/2007,0.00,0.00,0.00,0.00,0.00,6.05,26.54,0.6
02/02/2007,0.2,0.00,0.00,0.00,0.00,9.4,26.55,0.6
03/02/2007,0.00,0.00,0.00,0.00,0.00,9.25,26.56,0.6
04/02/2007,0.00,0.00,0.00,0.00,0.00,9.55,26.58,0.6
05/02/2007,0.00,0.00,0.00,0.00,0.00,6.95,26.59,0.6
06/02/2007,3.00,11.6,2.6,6.00,8.6,7.3,26.61,0.6
07/02/2007,18.2,26.00,14.2,12.00,28.6,8.8,26.64,0.6
08/02/2007,15.4,17.00,9.00,10.6,19.00,8.5,26.85,0.6
09/02/2007,9.6,9.4,8.8,9.2,15.4,10.1,27.16,0.6
10/02/2007,0.00,0.00,0.00,0.00,0.00,9.4,27.4,0.6
11/02/2007,0.00,0.00,0.00,0.00,0.00,10.25,27.48,0.6
12/02/2007,25.4,44.4,29.00,33.6,38.6,10.95,27.54,0.6
13/02/2007,0.8,0.4,0.6,0.4,0.6,9.3,28.11,0.6
14/02/2007,0.00,0.00,0.00,0.00,0.00,11.00,28.31,0.6
15/02/2007,5.4,9.6,7.2,10.6,15.6,10.1,28.41,0.6
16/02/2007,0.2,0.00,0.00,0.2,0.2,7.45,28.57,0.6
17/02/2007,0.00,0.00,0.00,0.00,0.00,11.25,28.66,0.6
18/02/2007,0.00,0.00,0.00,0.00,0.00,9.4,28.72,0.6
19/02/2007,0.00,0.00,0.00,0.00,0.00,7.65,28.77,0.6
20/02/2007,0.00,0.00,0.00,0.00,0.00,9.2,28.82,0.6
21/02/2007,4.8,1.8,4.6,1.2,2.2,10.7,28.84,0.6
22/02/2007,0.00,0.2,0.2,0.4,0.2,11.65,28.88,0.6
23/02/2007,0.2,0.00,0.2,0.00,0.00,8.45,28.9,0.6
24/02/2007,4.2,1.2,4.00,4.6,9.8,10.85,28.92,0.6
25/02/2007,23.2,36.6,22.6,25.4,41.8,10.4,28.96,0.6
26/02/2007,0.2,0.4,0.00,0.2,0.00,9.9,29.38,2.2
27/02/2007,0.2,0.00,0.2,0.00,0.00,8.7,29.48,2.2
28/02/2007,0.8,4.2,0.8,0.00,1.2,10.05,29.51,2.2
01/03/2007,0.00,0.6,0.4,0.00,0.00,9.4,29.54,2.2
02/03/2007,0.00,0.00,0.2,0.00,0.00,12.00,29.55,2.2
03/03/2007,0.00,0.4,0.00,0.00,0.4,12.9,29.56,2.2
04/03/2007,0.00,0.00,0.00,0.00,0.00,12.65,29.56,2.2
05/03/2007,0.00,0.00,0.00,0.00,0.00,14.15,29.56,2.2
06/03/2007,0.00,0.2,0.00,0.00,0.00,13.75,29.56,2.2
07/03/2007,6.4,11.4,1.8,8.8,13.2,11.6,29.56,2.2
08/03/2007,0.00,0.00,0.00,0.00,0.00,9.65,29.58,2.2
09/03/2007,0.00,0.00,0.00,0.00,0.00,11.65,29.58,2.2
10/03/2007,0.2,0.00,0.00,0.00,0.00,11.7,29.58,0.6
11/03/2007,0.00,0.00,0.00,0.00,0.00,11.25,29.59,0.6
12/03/2007,0.00,0.00,0.00,0.00,0.00,9.25,29.61,0.6
13/03/2007,0.00,0.00,0.00,0.00,0.00,12.6,29.62,0.6
14/03/2007,0.00,0.00,0.00,0.00,0.00,15.3,29.63,0.6
15/03/2007,0.00,0.00,0.00,0.00,0.00,15.8,29.64,0.6
16/03/2007,0.00,0.00,0.00,0.00,0.00,14.6,29.65,0.6
17/03/2007,0.00,0.00,0.00,0.00,0.00,14.1,29.65,0.6
18/03/2007,0.00,0.00,0.00,0.00,0.00,12.8,29.66,0.6
19/03/2007,13.6,23.2,11.4,15.00,19.6,13.00,29.68,0.6
20/03/2007,12.2,11.8,14.8,17.6,15.8,6.7,29.76,1.2
21/03/2007,3.2,15.8,8.8,2.2,4.4,3.2,29.89,2.2
22/03/2007,0.00,0.00,0.00,0.00,0.00,7.00,29.95,2.2
23/03/2007,0.00,0.00,0.00,0.00,0.00,6.5,29.98,2.2
24/03/2007,2.00,0.8,0.6,0.4,1.00,6.9,29.99,2.2
25/03/2007,0.6,3.2,0.6,0.00,1.00,8.25,30.00,2.2
26/03/2007,2.2,2.8,3.8,0.00,0.2,6.6,30.01,2.2
27/03/2007,1.2,4.8,7.4,0.2,1.2,7.95,30.02,2.2
28/03/2007,0.00,0.00,0.00,0.00,0.00,8.45,30.04,2.35
29/03/2007,4.00,4.6,2.8,3.4,4.4,9.7,30.07,2.45
30/03/2007,3.8,12.00,3.00,8.8,7.4,9.65,30.08,2.2
31/03/2007,0.2,0.00,0.00,0.00,0.00,7.65,30.1,2.2
01/04/2007,0.00,0.2,0.00,0.00,0.2,11.25,30.12,2.2
02/04/2007,0.00,0.00,0.00,0.00,0.00,14.25,30.14,2.2
03/04/2007,1.2,10.00,0.2,0.00,0.8,15.3,30.14,2.2
04/04/2007,0.2,0.2,0.2,0.00,0.8,14.3,30.14,2.2
05/04/2007,0.00,0.00,0.00,0.00,0.00,11.6,30.14,2.2
06/04/2007,0.00,0.00,0.00,0.00,0.00,12.7,30.13,2.2
07/04/2007,0.00,0.00,0.00,0.00,0.00,14.2,30.12,2.2
08/04/2007,0.00,0.00,0.00,0.00,0.00,13.2,30.11,2.2
09/04/2007,0.00,0.00,0.00,0.00,0.00,13.6,30.1,2.2
10/04/2007,0.00,0.00,0.00,0.00,0.00,13.15,30.08,1.2
11/04/2007,0.00,0.00,0.00,0.00,0.00,14.3,30.08,0.6
12/04/2007,0.00,0.00,0.00,0.00,0.00,17.75,30.09,0.6
13/04/2007,0.00,0.00,0.00,0.00,0.00,19.65,30.1,0.6
14/04/2007,0.00,0.00,0.00,0.00,0.00,20.5,30.1,0.6
15/04/2007,0.00,0.00,0.00,0.00,0.00,20.3,30.11,0.6
16/04/2007,0.00,0.00,0.00,0.00,0.00,20.45,30.11,0.6
17/04/2007,0.00,0.00,0.00,0.00,0.00,19.00,30.11,0.6
18/04/2007,0.00,0.00,0.00,0.00,0.00,15.8,30.11,0.6
19/04/2007,0.00,0.00,0.00,0.00,0.00,16.15,30.11,0.6
20/04/2007,0.00,0.00,0.00,0.00,0.00,17.8,30.11,0.6
21/04/2007,0.00,0.00,0.00,0.00,0.00,18.4,30.11,0.6
22/04/2007,0.00,0.00,0.00,0.00,0.00,18.55,30.11,0.6
23/04/2007,0.00,0.00,0.00,0.00,0.00,19.35,30.11,0.6
24/04/2007,0.00,0.00,0.00,0.00,0.00,18.9,30.11,0.6
25/04/2007,0.00,0.00,0.00,0.00,0.00,19.05,30.11,0.6
26/04/2007,0.00,0.00,0.00,0.00,0.00,19.45,30.11,0.6
27/04/2007,0.00,0.00,0.00,0.00,0.00,16.85,30.1,0.6
28/04/2007,0.00,0.00,0.00,0.00,0.00,16.85,30.09,0.6
29/04/2007,0.00,0.00,0.00,0.00,0.00,17.55,30.08,0.6
30/04/2007,1.8,7.8,6.8,1.00,2.4,17.00,30.07,0.6
01/05/2007,0.4,1.00,0.00,0.6,0.2,14.6,30.06,0.6
02/05/2007,5.6,9.8,6.00,10.00,23.4,16.65,30.05,0.6
03/05/2007,3.00,5.8,4.6,3.4,4.8,13.85,30.06,0.6
04/05/2007,20.2,30.6,21.6,23.2,24.8,14.85,30.07,0.6
05/05/2007,9.2,7.2,6.2,7.00,8.4,13.45,30.11,0.6
06/05/2007,4.6,1.4,0.2,0.2,0.00,14.15,30.14,0.6
07/05/2007,0.00,0.00,0.00,0.00,0.2,14.00,30.15,0.6
08/05/2007,0.00,0.00,0.00,0.00,0.00,16.95,30.15,0.6
09/05/2007,0.00,0.00,0.00,0.00,0.00,17.7,30.15,0.6
10/05/2007,0.00,0.00,0.00,0.00,0.00,17.6,30.15,0.6
11/05/2007,0.00,0.00,0.00,0.00,0.00,19.5,30.15,0.6
12/05/2007,0.00,0.00,0.00,0.00,0.00,18.85,30.14,0.6
13/05/2007,0.00,0.00,0.00,0.00,0.00,18.45,30.13,0.6
14/05/2007,0.00,0.00,0.00,0.00,0.00,20.2,30.12,0.6
15/05/2007,0.00,0.00,0.00,0.00,0.00,20.4,30.11,0.6
16/05/2007,0.00,0.00,0.00,0.00,0.00,15.00,30.1,0.6
17/05/2007,0.00,0.00,0.00,0.00,0.00,16.25,30.09,0.6
18/05/2007,0.00,0.00,0.00,0.00,0.00,16.15,30.08,0.6
19/05/2007,0.00,0.00,0.00,0.00,0.00,15.8,30.07,0.6
20/05/2007,0.00,0.00,0.00,0.00,0.00,18.4,30.06,0.6
21/05/2007,0.00,0.00,0.00,0.00,0.00,19.85,30.05,0.6
22/05/2007,0.00,0.00,0.00,0.00,0.00,21.2,30.04,0.6
23/05/2007,0.00,0.00,0.00,0.00,1.4,23.7,30.03,0.6
24/05/2007,0.00,0.00,0.00,0.00,0.00,25.2,30.02,0.6
25/05/2007,2.4,12.2,0.8,4.00,3.6,23.9,30.01,0.6
26/05/2007,0.2,0.00,0.00,0.00,0.2,23.00,30.00,0.6
27/05/2007,1.6,1.8,2.00,0.4,1.6,20.95,29.99,0.6
28/05/2007,19.00,17.8,13.4,21.4,27.8,18.4,29.98,0.6
29/05/2007,3.00,9.8,2.4,6.00,2.6,12.95,30.01,0.6
30/05/2007,0.00,0.00,0.00,0.00,0.00,14.6,30.01,0.6
31/05/2007,0.00,0.2,0.4,0.00,0.00,15.85,30.00,0.6
01/06/2007,10.8,8.4,9.4,11.2,13.00,17.00,29.99,0.6
02/06/2007,5.4,12.2,15.00,14.4,34.2,13.9,29.99,0.6
03/06/2007,0.00,0.00,0.00,0.2,0.00,15.4,30.01,0.6
04/06/2007,0.00,0.00,0.00,0.00,0.00,19.15,30.02,0.6
05/06/2007,1.6,1.2,1.2,0.00,0.6,20.95,30.01,0.6
06/06/2007,2.8,3.4,3.4,0.6,5.2,20.05,30.01,0.6
07/06/2007,23.6,10.8,15.00,20.6,3.2,18.05,30.01,0.6
08/06/2007,0.00,0.2,0.00,0.2,0.00,18.1,30.01,0.6
09/06/2007,0.00,0.00,0.00,0.00,0.00,20.85,30.01,0.6
10/06/2007,0.00,0.00,0.00,0.00,0.00,21.8,30.00,0.6
11/06/2007,0.00,0.00,0.00,0.00,0.00,21.3,30.00,0.6
12/06/2007,0.00,0.6,0.00,0.00,0.00,20.5,29.99,0.6
13/06/2007,0.00,0.2,0.00,0.00,0.00,20.15,29.98,0.6
14/06/2007,0.00,0.00,0.00,0.00,0.00,20.35,29.97,0.6
15/06/2007,1.6,0.00,11.6,0.00,1.8,23.05,29.96,0.6
16/06/2007,0.00,0.00,0.00,0.00,0.00,21.6,29.95,0.6
17/06/2007,0.00,0.00,0.00,0.00,0.00,20.2,29.94,0.6
18/06/2007,0.00,0.00,0.00,0.00,0.00,22.00,29.94,0.6
19/06/2007,0.00,0.00,0.00,0.00,0.00,22.7,29.93,0.6
20/06/2007,0.00,0.00,0.00,0.00,0.00,26.3,29.92,0.6
21/06/2007,0.00,0.00,0.00,0.00,0.00,25.35,29.91,0.6
22/06/2007,0.00,0.00,0.00,0.00,0.00,23.15,29.9,0.6
23/06/2007,0.00,0.00,0.00,0.00,0.00,22.5,29.88,0.6
24/06/2007,0.00,0.00,0.00,0.00,0.00,20.00,29.86,0.6
25/06/2007,0.00,0.00,0.00,0.00,0.00,23.65,29.85,0.6
26/06/2007,0.2,0.00,0.00,0.00,0.00,24.45,29.83,0.6
27/06/2007,0.00,0.00,0.00,0.00,0.00,19.3,29.81,0.6
28/06/2007,0.00,0.00,0.00,0.00,0.00,18.55,29.8,0.6
29/06/2007,0.00,0.00,0.00,0.00,0.00,18.8,29.78,0.6
30/06/2007,0.00,0.00,0.00,0.00,0.00,20.35,29.76,0.6
01/07/2007,0.00,0.00,0.00,0.00,0.00,22.1,29.75,0.6
02/07/2007,0.00,0.00,0.00,0.00,0.00,22.9,29.74,1.3
03/07/2007,0.00,0.00,0.00,0.00,0.00,20.7,29.71,2.00
04/07/2007,0.00,1.00,0.8,0.00,0.00,21.65,29.67,2.00
05/07/2007,0.00,0.00,0.00,0.00,0.00,18.05,29.62,2.00
06/07/2007,0.00,0.00,0.00,0.00,0.00,19.55,29.57,1.8
07/07/2007,0.00,0.00,0.00,0.00,0.00,21.2,29.55,1.5
08/07/2007,0.00,0.00,0.00,0.00,0.00,22.95,29.52,1.5
09/07/2007,0.00,0.00,0.00,0.00,0.00,24.5,29.49,1.5
10/07/2007,0.6,3.8,1.2,0.00,0.00,22.8,29.45,1.5
11/07/2007,0.00,0.00,0.00,0.00,0.00,19.25,29.42,1.5
12/07/2007,0.00,0.00,0.00,0.00,0.00,18.7,29.39,1.6
13/07/2007,0.00,0.00,0.00,0.00,0.00,20.5,29.35,2.00
14/07/2007,0.00,0.00,0.00,0.00,0.00,22.4,29.31,2.00
15/07/2007,0.00,0.00,0.00,0.00,0.00,25.2,29.27,2.00
16/07/2007,0.00,0.00,0.00,0.00,0.00,26.45,29.24,2.00
17/07/2007,0.00,0.00,0.00,0.00,0.00,26.75,29.2,2.00
18/07/2007,0.00,0.00,0.00,0.00,0.00,26.95,29.16,2.00
19/07/2007,0.00,0.00,0.00,0.00,0.00,28.05,29.12,2.2
20/07/2007,0.00,0.00,0.00,0.00,0.00,27.75,29.07,2.5
21/07/2007,0.00,0.00,0.00,0.00,0.00,26.85,29.02,2.5
22/07/2007,0.00,0.00,0.00,0.00,0.00,25.75,28.97,2.5
23/07/2007,0.00,0.00,0.00,0.00,0.00,23.3,28.93,2.5
24/07/2007,0.2,0.00,0.00,0.00,0.6,26.4,28.88,2.5
25/07/2007,0.00,0.00,0.00,0.00,0.00,21.55,28.83,2.5
26/07/2007,0.00,0.00,0.00,0.00,0.00,25.95,28.78,2.5
27/07/2007,0.00,0.00,0.00,0.00,0.00,25.65,28.73,2.5
28/07/2007,0.00,0.00,0.00,0.00,0.00,24.25,28.68,2.5
29/07/2007,0.00,0.00,0.00,0.00,0.00,24.9,28.63,2.5
30/07/2007,0.00,0.00,0.00,0.00,0.00,26.00,28.59,2.5
31/07/2007,0.00,0.00,0.00,0.00,0.00,24.75,28.53,2.5
01/08/2007,0.00,0.00,0.00,0.00,0.00,21.2,28.48,2.7
02/08/2007,0.00,0.00,0.00,0.00,0.00,22.8,28.42,2.8
03/08/2007,1.8,4.8,1.8,1.6,1.6,24.00,28.36,2.8
04/08/2007,0.00,0.00,0.00,0.00,0.00,22.2,28.29,2.8
05/08/2007,0.00,0.00,0.00,0.00,0.00,22.65,28.25,2.8
06/08/2007,0.00,0.00,0.00,0.00,0.00,22.7,28.2,2.8
07/08/2007,0.00,0.00,0.00,0.00,0.00,24.1,28.15,2.8
08/08/2007,25.8,20.8,19.00,23.4,52.6,23.85,28.09,2.8
09/08/2007,0.00,0.2,0.2,0.00,0.2,21.00,28.07,2.8
10/08/2007,1.2,0.8,1.8,4.2,5.2,19.55,28.02,2.8
11/08/2007,1.4,2.00,1.4,0.8,1.00,19.45,27.95,2.8
12/08/2007,0.00,0.00,0.00,0.00,0.00,21.45,27.9,2.8
13/08/2007,0.2,0.00,0.00,0.00,2.00,21.55,27.86,2.8
14/08/2007,0.00,0.00,0.00,0.00,0.00,21.7,27.82,2.8
15/08/2007,0.00,0.00,0.00,0.00,0.00,22.25,27.76,2.8
16/08/2007,0.00,0.00,0.00,0.00,0.00,22.75,27.7,2.8
17/08/2007,0.00,0.00,0.00,0.00,0.00,24.00,27.64,2.8
18/08/2007,0.00,0.00,0.00,0.00,0.00,21.55,27.59,2.8
19/08/2007,0.00,0.00,0.00,0.00,0.00,20.5,27.55,2.8
20/08/2007,16.6,17.8,20.4,21.8,19.00,20.95,27.51,2.8
21/08/2007,2.6,4.8,2.2,2.2,3.6,18.25,27.48,2.8
22/08/2007,0.2,1.2,0.2,0.2,0.4,19.00,27.43,2.8
23/08/2007,19.2,23.4,22.6,18.00,28.00,20.9,27.37,2.8
24/08/2007,0.4,0.2,0.4,0.2,0.4,17.65,27.37,2.8
25/08/2007,0.2,0.00,0.00,0.00,0.00,20.95,27.32,2.8
26/08/2007,0.00,0.00,0.00,0.00,0.00,25.85,27.27,2.8
27/08/2007,0.00,0.00,0.00,0.00,0.00,26.65,27.22,2.8
28/08/2007,0.00,0.00,0.00,0.00,0.00,25.65,27.17,2.8
29/08/2007,0.00,0.00,0.00,0.00,0.00,25.4,27.12,2.8
30/08/2007,0.00,0.00,0.00,0.00,0.00,25.05,27.06,2.8
31/08/2007,0.8,0.00,0.00,0.00,0.00,24.45,27.01,2.8
01/09/2007,0.00,0.00,0.00,0.00,0.00,20.75,26.96,2.8
02/09/2007,0.00,0.00,0.00,0.00,0.00,21.75,26.9,2.8
03/09/2007,0.00,0.00,0.00,0.00,0.00,20.85,26.84,2.8
04/09/2007,23.00,4.00,14.8,15.2,35.6,18.75,26.8,2.7
05/09/2007,0.00,0.00,0.00,0.00,0.00,14.05,26.77,2.7
06/09/2007,0.00,0.00,0.00,0.00,0.00,14.15,26.71,2.7
07/09/2007,0.00,0.00,0.00,0.00,0.00,15.8,26.66,2.7
08/09/2007,0.00,0.00,0.00,0.00,0.00,17.9,26.61,2.7
09/09/2007,0.00,0.00,0.00,0.00,0.00,19.4,26.56,2.7
10/09/2007,0.00,0.00,0.00,0.00,0.00,19.00,26.5,2.7
11/09/2007,0.00,0.00,0.00,0.00,0.00,21.15,26.45,2.7
12/09/2007,0.00,0.00,0.00,0.00,0.00,19.75,26.39,2.7
13/09/2007,0.00,0.00,0.00,0.00,0.00,20.00,26.33,2.7
14/09/2007,0.00,0.00,0.00,0.00,0.00,19.65,26.28,2.8
15/09/2007,0.00,0.00,0.00,0.00,0.00,20.2,26.22,3.2
16/09/2007,0.00,0.2,0.00,0.00,3.8,20.65,26.16,3.2
17/09/2007,22.8,11.4,33.4,18.00,25.00,22.00,26.12,3.00
18/09/2007,18.4,10.2,18.6,10.00,25.2,21.7,26.08,2.7
19/09/2007,0.00,0.00,0.00,0.00,0.00,19.75,26.06,2.7
20/09/2007,0.00,0.00,0.00,0.00,0.00,16.4,26.01,2.7
21/09/2007,0.2,0.00,0.00,0.00,0.00,17.3,25.95,2.7
22/09/2007,0.00,0.00,0.00,0.00,0.00,19.15,25.9,2.7
23/09/2007,0.00,0.00,0.00,0.00,0.00,19.45,25.85,2.7
24/09/2007,0.00,0.00,0.00,0.00,0.00,18.8,25.8,2.7
25/09/2007,0.00,0.00,0.00,0.00,0.00,19.8,25.74,2.7
26/09/2007,2.8,2.8,1.4,3.4,6.4,19.25,25.69,2.7
27/09/2007,29.00,39.6,30.2,22.4,35.2,15.1,25.64,2.45
28/09/2007,14.6,12.4,12.00,10.8,18.00,11.9,25.68,1.8
29/09/2007,0.00,0.00,0.00,0.00,0.00,12.85,25.66,1.5
30/09/2007,0.00,0.00,0.00,0.00,0.00,16.15,25.64,1.5
01/10/2007,0.2,0.00,0.00,0.00,0.00,19.45,25.62,1.79
02/10/2007,0.2,0.00,0.00,0.00,0.00,19.8,25.57,2.00
03/10/2007,0.2,0.00,0.00,0.00,0.00,20.1,25.54,2.00
04/10/2007,0.00,0.00,0.00,0.00,0.00,20.75,25.5,2.00
05/10/2007,0.00,0.00,0.00,0.00,0.00,18.9,25.46,2.00
06/10/2007,3.00,1.4,2.00,0.2,2.00,20.15,25.42,2.00
07/10/2007,0.00,0.00,0.00,0.00,0.00,17.95,25.38,2.00
08/10/2007,0.00,0.00,0.00,0.00,0.00,16.3,25.34,2.00
09/10/2007,0.00,0.00,0.00,0.00,0.00,17.55,25.29,2.00
10/10/2007,0.00,0.00,0.00,0.00,0.00,16.55,25.25,2.00
11/10/2007,0.00,0.00,0.00,0.00,0.00,15.65,25.21,2.00
12/10/2007,0.00,0.00,0.00,0.00,0.00,15.3,25.17,2.07
13/10/2007,0.00,0.00,0.00,0.00,0.00,17.25,25.12,2.4
14/10/2007,0.00,0.00,0.00,0.00,0.00,16.75,25.07,2.4
15/10/2007,0.00,0.00,0.00,0.00,0.00,14.6,25.02,2.4
16/10/2007,0.00,0.00,0.00,0.00,0.00,13.9,24.97,2.45
17/10/2007,0.2,0.00,0.00,0.00,0.00,14.15,24.91,2.6
18/10/2007,1.4,5.4,2.8,0.2,0.00,14.8,24.86,2.6
19/10/2007,0.00,0.2,0.00,0.00,0.00,13.00,24.81,2.6
20/10/2007,3.2,2.4,5.4,0.2,2.6,10.65,24.77,2.6
21/10/2007,2.2,6.2,7.4,2.00,3.00,7.55,24.72,2.6
22/10/2007,0.6,0.4,2.2,0.00,0.00,6.8,24.67,2.6
23/10/2007,0.00,0.00,0.00,0.00,0.00,9.55,24.63,2.25
24/10/2007,9.8,16.00,8.2,8.00,14.00,11.15,24.58,2.00
25/10/2007,3.6,3.4,2.00,2.6,4.2,9.85,24.55,2.00
26/10/2007,25.4,47.2,24.2,21.6,26.6,12.4,24.53,1.79
27/10/2007,0.2,0.00,0.00,0.2,0.2,13.6,24.53,1.5
28/10/2007,0.2,0.00,0.00,0.00,0.00,14.35,24.52,1.5
29/10/2007,0.2,0.00,0.00,0.00,0.00,13.9,24.49,1.5
30/10/2007,19.8,27.2,21.2,18.8,24.00,15.35,24.47,1.5
31/10/2007,2.2,3.2,1.8,1.2,2.2,11.35,24.51,1.5
01/11/2007,0.00,0.00,0.00,0.00,0.00,12.05,24.48,1.5
02/11/2007,0.00,0.00,0.00,0.00,0.00,10.9,24.46,1.5
03/11/2007,0.00,0.00,0.00,0.00,0.00,13.35,24.43,1.5
04/11/2007,0.00,0.00,0.00,0.00,0.00,12.3,24.4,1.5
05/11/2007,0.2,0.00,0.00,0.00,0.00,13.6,24.37,1.39
06/11/2007,0.00,0.00,0.00,0.00,0.00,12.00,24.34,1.5
